epoch,step,train_loss,val_acc,val_loss
0,9,0.6089990139007568,,
0,19,0.45512086153030396,,
0,29,0.398271381855011,,
0,39,0.28962481021881104,,
0,49,0.25482767820358276,,
0,59,0.4347522258758545,,
0,69,0.4209024906158447,,
0,79,0.31460243463516235,,
0,89,0.3070855736732483,,
0,99,0.3136126697063446,,
0,109,0.3243655860424042,,
0,119,0.2816604673862457,,
0,129,0.36921194195747375,,
0,131,,0.8788889050483704,0.31079378724098206
1,139,0.2672177851200104,,
1,149,0.3920542895793915,,
1,159,0.2675437927246094,,
1,169,0.387299507856369,,
1,179,0.2983531951904297,,
1,189,0.4432179927825928,,
1,199,0.35306432843208313,,
1,209,0.41374826431274414,,
1,219,0.4164445102214813,,
1,229,0.1855328232049942,,
1,239,0.32610058784484863,,
1,249,0.32294002175331116,,
1,259,0.2904767692089081,,
1,263,,0.8772222399711609,0.31700748205184937
2,269,0.4272562861442566,,
2,279,0.34891653060913086,,
2,289,0.394061416387558,,
2,299,0.19534124433994293,,
2,309,0.19702403247356415,,
2,319,0.3475339114665985,,
2,329,0.22347195446491241,,
2,339,0.3457762598991394,,
2,349,0.3601294755935669,,
2,359,0.32725122570991516,,
2,369,0.2581254541873932,,
2,379,0.32314416766166687,,
2,389,0.23539228737354279,,
2,395,,0.8755555748939514,0.30701085925102234
3,399,0.17492564022541046,,
3,409,0.3053702116012573,,
3,419,0.15176431834697723,,
3,429,0.3207702040672302,,
3,439,0.1990654021501541,,
3,449,0.21474723517894745,,
3,459,0.24253690242767334,,
3,469,0.3497064709663391,,
3,479,0.2657892405986786,,
3,489,0.34066107869148254,,
3,499,0.22872716188430786,,
3,509,0.20773598551750183,,
3,519,0.3996768593788147,,
3,527,,0.8777777552604675,0.3130114674568176
4,529,0.19951710104942322,,
4,539,0.21936070919036865,,
4,549,0.2792891561985016,,
4,559,0.31158798933029175,,
4,569,0.29982611536979675,,
4,579,0.38173577189445496,,
4,589,0.2511741518974304,,
4,599,0.4169677495956421,,
4,609,0.21967217326164246,,
4,619,0.2850264012813568,,
4,629,0.2713245749473572,,
4,639,0.227116197347641,,
4,649,0.24401667714118958,,
4,659,0.2179153710603714,,
4,659,,0.8772222399711609,0.3155154883861542
5,669,0.14056424796581268,,
5,679,0.27728235721588135,,
5,689,0.27685508131980896,,
5,699,0.4667455554008484,,
5,709,0.40092921257019043,,
5,719,0.2107892632484436,,
5,729,0.3883247375488281,,
5,739,0.27023646235466003,,
5,749,0.2847103476524353,,
5,759,0.20888422429561615,,
5,769,0.45289310812950134,,
5,779,0.2780615985393524,,
5,789,0.254870742559433,,
5,791,,0.8777777552604675,0.3042791485786438
6,799,0.260244220495224,,
6,809,0.14787901937961578,,
6,819,0.2975519299507141,,
6,829,0.26154088973999023,,
6,839,0.17987729609012604,,
6,849,0.251116544008255,,
6,859,0.3207260072231293,,
6,869,0.48745086789131165,,
6,879,0.20795311033725739,,
6,889,0.3425855040550232,,
6,899,0.25704067945480347,,
6,909,0.2712011933326721,,
6,919,0.32704293727874756,,
6,923,,0.8799999952316284,0.3145352303981781
7,929,0.23189644515514374,,
7,939,0.35699206590652466,,
7,949,0.16774891316890717,,
7,959,0.30958518385887146,,
7,969,0.286827951669693,,
7,979,0.1755312830209732,,
7,989,0.32543718814849854,,
7,999,0.20233680307865143,,
7,1009,0.3403837978839874,,
7,1019,0.19913652539253235,,
7,1029,0.21366895735263824,,
7,1039,0.36698487401008606,,
7,1049,0.376907080411911,,
7,1055,,0.8744444251060486,0.3279808461666107
8,1059,0.252494752407074,,
8,1069,0.2852467894554138,,
8,1079,0.19477641582489014,,
8,1089,0.21606433391571045,,
8,1099,0.26789936423301697,,
8,1109,0.26232674717903137,,
8,1119,0.16175584495067596,,
8,1129,0.25641223788261414,,
8,1139,0.2548549473285675,,
8,1149,0.36800336837768555,,
8,1159,0.3121522068977356,,
8,1169,0.24122652411460876,,
8,1179,0.2307010293006897,,
8,1187,,0.8772222399711609,0.32491037249565125
9,1189,0.2582436501979828,,
9,1199,0.35067829489707947,,
9,1209,0.28203049302101135,,
9,1219,0.23158809542655945,,
9,1229,0.19017383456230164,,
9,1239,0.17656327784061432,,
9,1249,0.2946237623691559,,
9,1259,0.24566522240638733,,
9,1269,0.21243776381015778,,
9,1279,0.25662103295326233,,
9,1289,0.19309204816818237,,
9,1299,0.30268487334251404,,
9,1309,0.19194510579109192,,
9,1319,0.4541177451610565,,
9,1319,,0.8799999952316284,0.31911444664001465
10,1329,0.2993132770061493,,
10,1339,0.24199233949184418,,
10,1349,0.28221359848976135,,
10,1359,0.25428566336631775,,
10,1369,0.24783146381378174,,
10,1379,0.21289846301078796,,
10,1389,0.320276141166687,,
10,1399,0.2886373996734619,,
10,1409,0.2506493926048279,,
10,1419,0.22257064282894135,,
10,1429,0.2287508249282837,,
10,1439,0.2568624019622803,,
10,1449,0.2320309728384018,,
10,1451,,0.879444420337677,0.31696826219558716
