epoch,step,train_loss,val_acc,val_loss
0,9,1.9463518857955933,,
0,10,,0.23999999463558197,1.986446499824524
1,19,1.564103126525879,,
1,21,,0.6200000047683716,1.6654614210128784
2,29,1.2740837335586548,,
2,32,,0.7333333492279053,1.28046715259552
3,39,1.0750595331192017,,
3,43,,0.7733333110809326,1.022640347480774
4,49,0.9149521589279175,,
4,54,,0.7866666913032532,0.8646134734153748
5,59,0.8914219737052917,,
5,65,,0.8333333134651184,0.7511814832687378
6,69,0.6548511385917664,,
6,76,,0.8533333539962769,0.6607421636581421
7,79,0.7345717549324036,,
7,87,,0.8600000143051147,0.5952506065368652
8,89,0.5907402038574219,,
8,98,,0.8733333349227905,0.5432470440864563
9,99,0.5773548483848572,,
9,109,0.39086824655532837,,
9,109,,0.8799999952316284,0.5032047629356384
10,119,0.4067007899284363,,
10,120,,0.8866666555404663,0.46192923188209534
11,129,0.4492316246032715,,
11,131,,0.8866666555404663,0.4231680631637573
12,139,0.4808083772659302,,
12,142,,0.8799999952316284,0.39629822969436646
13,149,0.4464056193828583,,
13,153,,0.8933333158493042,0.3690406382083893
14,159,0.313998818397522,,
14,164,,0.8799999952316284,0.35124123096466064
15,169,0.3188837766647339,,
15,175,,0.8799999952316284,0.34278035163879395
16,179,0.24199283123016357,,
16,186,,0.8933333158493042,0.3309846520423889
17,189,0.33576270937919617,,
17,197,,0.8866666555404663,0.3194836676120758
18,199,0.3542717397212982,,
18,208,,0.9133333563804626,0.3115507960319519
19,209,0.32707008719444275,,
19,219,0.3211475610733032,,
19,219,,0.9066666960716248,0.30105355381965637
20,229,0.27707043290138245,,
20,230,,0.9066666960716248,0.29748544096946716
21,239,0.3914749324321747,,
21,241,,0.8999999761581421,0.29962122440338135
22,249,0.24405740201473236,,
22,252,,0.9066666960716248,0.293128103017807
23,259,0.2935917377471924,,
23,263,,0.9200000166893005,0.29170531034469604
24,269,0.263862669467926,,
24,274,,0.9133333563804626,0.2954469919204712
25,279,0.16596901416778564,,
25,285,,0.9200000166893005,0.29910987615585327
26,289,0.21805576980113983,,
26,296,,0.9133333563804626,0.29750069975852966
27,299,0.18091367185115814,,
27,307,,0.9066666960716248,0.29308846592903137
28,309,0.16525956988334656,,
28,318,,0.9133333563804626,0.28509727120399475
29,319,0.2091524749994278,,
29,329,0.20302778482437134,,
29,329,,0.9066666960716248,0.2826489806175232
30,339,0.15144923329353333,,
30,340,,0.9333333373069763,0.27861517667770386
31,349,0.1719890832901001,,
31,351,,0.9066666960716248,0.2723582088947296
32,359,0.17557722330093384,,
32,362,,0.9066666960716248,0.2720341086387634
33,369,0.10823941230773926,,
33,373,,0.9133333563804626,0.26098132133483887
34,379,0.13964097201824188,,
34,384,,0.9399999976158142,0.2473483830690384
35,389,0.1611662656068802,,
35,395,,0.9399999976158142,0.24462340772151947
36,399,0.16276445984840393,,
36,406,,0.9066666960716248,0.24978043138980865
37,409,0.17805209755897522,,
37,417,,0.9066666960716248,0.2583028972148895
38,419,0.14056618511676788,,
38,428,,0.8999999761581421,0.2665010690689087
39,429,0.19237005710601807,,
39,439,0.09994136542081833,,
39,439,,0.9266666769981384,0.2660399377346039
40,449,0.09987367689609528,,
40,450,,0.9266666769981384,0.27073946595191956
