epoch,step,train_loss,val_acc,val_loss
0,9,2.1048476696014404,,
0,10,,0.19333332777023315,2.034489631652832
1,19,1.837565541267395,,
1,21,,0.31333333253860474,1.9358646869659424
2,29,1.7366600036621094,,
2,32,,0.4000000059604645,1.7793915271759033
3,39,1.525528073310852,,
3,43,,0.47999998927116394,1.6344596147537231
4,49,1.4463417530059814,,
4,54,,0.4933333396911621,1.5405570268630981
5,59,1.4521534442901611,,
5,65,,0.5133333206176758,1.4675253629684448
6,69,1.338288426399231,,
6,76,,0.5400000214576721,1.409143090248108
7,79,1.1382102966308594,,
7,87,,0.5400000214576721,1.3604987859725952
8,89,1.1089612245559692,,
8,98,,0.54666668176651,1.3279145956039429
9,99,1.1592392921447754,,
9,109,1.1096608638763428,,
9,109,,0.5333333611488342,1.3031635284423828
10,119,1.125484824180603,,
10,120,,0.5333333611488342,1.277005672454834
11,129,1.0141645669937134,,
11,131,,0.5400000214576721,1.2493876218795776
12,139,1.0839228630065918,,
12,142,,0.5266666412353516,1.2375727891921997
13,149,1.028691291809082,,
13,153,,0.54666668176651,1.2189240455627441
14,159,0.9774656295776367,,
14,164,,0.54666668176651,1.207328200340271
15,169,0.8899802565574646,,
15,175,,0.54666668176651,1.1992779970169067
16,179,0.9475412368774414,,
16,186,,0.5600000023841858,1.192131519317627
17,189,0.7708308100700378,,
17,197,,0.54666668176651,1.2061653137207031
18,199,0.6979694366455078,,
18,208,,0.5533333420753479,1.1920819282531738
19,209,0.8368334770202637,,
19,219,0.8978537917137146,,
19,219,,0.5666666626930237,1.1873520612716675
20,229,0.7244458794593811,,
20,230,,0.5733333230018616,1.1845107078552246
21,239,0.6146420240402222,,
21,241,,0.5600000023841858,1.1977283954620361
22,249,0.7366637587547302,,
22,252,,0.5600000023841858,1.2039951086044312
23,259,0.7173086404800415,,
23,263,,0.5733333230018616,1.2262930870056152
24,269,0.8912250399589539,,
24,274,,0.5733333230018616,1.2315397262573242
25,279,0.7530127763748169,,
25,285,,0.5733333230018616,1.2060421705245972
