epoch,step,train_loss,val_acc,val_loss
0,9,2.0865814685821533,,
0,10,,0.1133333370089531,2.0724048614501953
1,19,1.8406035900115967,,
1,21,,0.24666666984558105,1.954142451286316
2,29,1.6774669885635376,,
2,32,,0.4333333373069763,1.7667169570922852
3,39,1.4863195419311523,,
3,43,,0.4466666579246521,1.6222219467163086
4,49,1.4436842203140259,,
4,54,,0.4333333373069763,1.5415575504302979
5,59,1.3944896459579468,,
5,65,,0.4466666579246521,1.4826765060424805
6,69,1.3532673120498657,,
6,76,,0.4466666579246521,1.4449220895767212
7,79,1.327665090560913,,
7,87,,0.47333332896232605,1.4132485389709473
8,89,1.3001675605773926,,
8,98,,0.47999998927116394,1.3745514154434204
9,99,1.1750328540802002,,
9,109,1.1706817150115967,,
9,109,,0.5266666412353516,1.3474416732788086
10,119,1.1470249891281128,,
10,120,,0.5199999809265137,1.314333200454712
11,129,1.1394670009613037,,
11,131,,0.5400000214576721,1.3028442859649658
12,139,0.9952642917633057,,
12,142,,0.5266666412353516,1.2676610946655273
13,149,1.0259170532226562,,
13,153,,0.5333333611488342,1.259894609451294
14,159,1.0232616662979126,,
14,164,,0.5400000214576721,1.2461574077606201
15,169,0.9291771054267883,,
15,175,,0.5266666412353516,1.2372382879257202
16,179,0.8650158047676086,,
16,186,,0.5333333611488342,1.2414121627807617
17,189,0.9354672431945801,,
17,197,,0.5266666412353516,1.2527339458465576
18,199,0.9286479949951172,,
18,208,,0.5199999809265137,1.2571732997894287
19,209,0.8491759300231934,,
19,219,0.7374041080474854,,
19,219,,0.4933333396911621,1.2510677576065063
20,229,0.8574829697608948,,
20,230,,0.4866666793823242,1.2613532543182373
